Mfr Name,Division,Model,Mfr Model Index,Engine Displacement (liters), Cylinders,Transmission, Gears,City Mileage (mpg),Highway Mileage (mpg),Combined Mileage (mpg),Hybrid or Guzzler?,Air Aspiration Method,Transmission Desc,Drive Wheels,Fuel Usage,Fuel Metering System
Hyundai,Kia,Soul,35,2,4,A,6,25,30,27,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,JUKE,121,1.6,4,C,0,28,32,29,No,Turbocharged,Continuously Variable,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,JUKE,122,1.6,4,M,6,27,33,29,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,JUKE AWD,123,1.6,4,C,0,26,30,28,No,Turbocharged,Continuously Variable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,JUKE NISMO RS,124,1.6,4,M,6,26,31,28,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,JUKE NISMO RS AWD,125,1.6,4,C,0,25,29,26,No,Turbocharged,Continuously Variable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,Rogue Sport,201,2,4,C,0,25,32,28,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,Rogue Sport AWD,203,2,4,C,0,24,30,27,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Subaru,Subaru,IMPREZA 5-Door,6,2,4,C,0,28,37,31,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Subaru,Subaru,IMPREZA 5-Door,4,2,4,M,5,24,31,26,No,Naturally Aspirated,Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Subaru,Subaru,IMPREZA SPORT 5-Door,28,2,4,C,0,27,35,30,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Subaru,Subaru,IMPREZA SPORT 5-Door,27,2,4,M,5,22,30,25,No,Naturally Aspirated,Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Volkswagen,Golf Alltrack,25,1.8,4,A,6,22,30,25,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Volkswagen,Golf Alltrack,91,1.8,4,M,6,22,32,26,No,Turbocharged,Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Volkswagen,Golf SportWagen,41,1.8,4,A,6,25,34,29,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Volkswagen,Golf SportWagen,42,1.8,4,M,5,25,35,28,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Volkswagen,Golf SportWagen 4Motion,26,1.8,4,A,6,22,30,25,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Volkswagen,Golf SportWagen 4Motion,92,1.8,4,M,6,22,32,26,No,Turbocharged,Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volvo,Volvo,V60 AWD,113,2,4,A,8,23,31,26,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volvo,Volvo,V60 AWD,102,2,4,A,8,22,32,26,No,Turbocharged+Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Volvo,Volvo,V60 CC AWD,105,2,4,A,8,22,30,25,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volvo,Volvo,V60 FWD,88,2,4,A,8,25,36,29,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volvo,Volvo,V60 Polestar AWD,112,2,4,A,8,20,27,23,No,Turbocharged+Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG GLA 45 4MATIC,245,2,4,A,7,22,28,25,No,Turbocharged,Automated Manual,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,E 400 4MATIC (station wagon),303,3,6,A,9,19,25,21,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,GLA 250,506,2,4,A,7,24,33,27,No,Turbocharged,Automated Manual,Front Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,MURANO AWD,45,3.5,6,C,0,21,28,24,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,MURANO FWD,42,3.5,6,C,0,21,28,24,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,PRIUS v,91,1.8,4,C,0,43,39,41,Hybrid,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Volvo,Volvo,V90 CC AWD,115,2,4,A,8,22,30,25,No,Turbocharged+Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,COLORADO 2WD,537,2.5,4,A,6,20,26,22,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,COLORADO 2WD,535,2.5,4,M,6,19,26,22,No,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,COLORADO 2WD,684,2.8,4,A,6,22,30,25,No,Turbocharged,Automatic,Rear Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",DDI (Direct Diesel Injection (non-common rail))
General Motors,Chevrolet,COLORADO 2WD,698,3.6,6,A,8,18,25,20,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,CANYON 2WD,538,2.5,4,A,6,20,26,22,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,CANYON 2WD,536,2.5,4,M,6,19,26,22,No,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,CANYON 2WD,685,2.8,4,A,6,22,30,25,No,Turbocharged,Automatic,Rear Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",DDI (Direct Diesel Injection (non-common rail))
General Motors,GMC,CANYON 2WD,699,3.6,6,A,8,18,25,20,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,RIDGELINE FWD,5,3.5,6,A,6,19,26,22,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,FRONTIER 2WD,83,2.5,4,A,5,17,22,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,FRONTIER 2WD,84,2.5,4,M,5,19,23,21,No,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,FRONTIER 2WD,181,4,6,A,5,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,FRONTIER 2WD,182,4,6,M,6,16,22,19,No,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,FRONTIER 2WD FFV,291,4,6,A,5,16,22,18,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,TACOMA 2WD,31,2.7,4,A,6,19,23,21,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,TACOMA 2WD,25,3.5,6,A,6,19,24,21,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDPI (Spark Ignition direct & ported injection)
General Motors,Chevrolet,COLORADO 4WD,540,2.5,4,A,6,19,24,21,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,COLORADO 4WD,735,2.8,4,A,6,20,28,23,No,Turbocharged,Automatic,4 Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",DDI (Direct Diesel Injection (non-common rail))
General Motors,Chevrolet,COLORADO 4WD,730,3.6,6,A,8,17,24,19,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,COLORADO ZR2 4WD,740,2.8,4,A,6,19,22,20,No,Turbocharged,Automatic,4 Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",CRDI (Common Rail Direct Diesel Injection)
General Motors,Chevrolet,COLORADO ZR2 4WD,734,3.6,6,A,8,16,18,17,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,CANYON 4WD,541,2.5,4,A,6,19,24,21,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,CANYON 4WD,736,2.8,4,A,6,20,28,23,No,Turbocharged,Automatic,4 Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",DDI (Direct Diesel Injection (non-common rail))
General Motors,GMC,CANYON 4WD,731,3.6,6,A,8,17,24,19,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,FRONTIER 4WD,183,4,6,A,5,15,21,17,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,FRONTIER 4WD,184,4,6,M,6,16,21,18,No,Naturally Aspirated,Manual,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,FRONTIER 4WD FFV,292,4,6,A,5,15,21,17,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,TACOMA 4WD,33,2.7,4,A,6,19,22,20,No,Naturally Aspirated,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,TACOMA 4WD,32,2.7,4,M,5,19,21,20,No,Naturally Aspirated,Manual,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,TACOMA 4WD,27,3.5,6,A,6,18,23,20,No,Naturally Aspirated,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDPI (Spark Ignition direct & ported injection)
Toyota,Toyota,TACOMA 4WD,26,3.5,6,M,6,17,21,18,No,Naturally Aspirated,Manual,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDPI (Spark Ignition direct & ported injection)
Toyota,Toyota,TACOMA 4WD D-CAB V6 MT OFF-ROAD,28,3.5,6,M,6,17,20,18,No,Naturally Aspirated,Manual,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDPI (Spark Ignition direct & ported injection)
General Motors,Chevrolet,C15 SILVERADO 2WD,619,4.3,6,A,6,18,24,20,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,C15 SILVERADO 2WD,626,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,C15 SILVERADO 2WD,599,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,C15 SILVERADO 2WD,585,5.3,8,A,8,16,22,18,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,C15 SILVERADO 2WD,562,5.3,8,A,8,18,24,20,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,C15 SILVERADO 2WD,568,6.2,8,A,8,15,21,17,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 2.7L 2WD GVWR>6649 LBS,214,2.7,6,A,6,18,24,21,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 2WD BASE PAYLOAD LT TIRE,295,2.7,6,A,6,19,24,21,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 2WD BASE PAYLOAD LT TIRE,304,3.5,6,A,0,18,23,20,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 3.5L 2WD GVWR>7599 LBS,257,3.5,6,A,0,17,22,19,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 5.0L 2WD FFV GVWR>7599 LBS,208,5,8,A,6,14,20,16,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,F150 PICKUP 2WD,216,2.7,6,A,6,19,26,22,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 PICKUP 2WD,256,3.5,6,A,0,18,25,21,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 PICKUP 2WD FFV,222,3.5,6,A,6,18,24,20,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,F150 PICKUP 2WD FFV,206,5,8,A,6,15,22,18,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,GMC,C15 SIERRA 2WD,620,4.3,6,A,6,18,24,20,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C15 SIERRA 2WD,629,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C15 SIERRA 2WD,603,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C15 SIERRA 2WD,586,5.3,8,A,8,16,22,18,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C15 SIERRA 2WD,563,5.3,8,A,8,18,24,20,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C15 SIERRA 2WD,571,6.2,8,A,8,15,21,17,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,TITAN 2WD,385,5.6,8,A,7,15,21,18,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
FCA US LLC,RAM,1500 4X2,681,3.6,6,A,8,17,25,20,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,RAM,1500 4X2,518,5.7,8,A,8,15,22,17,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Mid Grade Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Roush,Roush,F150 Pickup 2WD,7,5,8,A,6,12,14,13,No,Supercharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,TUNDRA 2WD,4,4.6,8,A,6,15,19,16,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,TUNDRA 2WD,13,5.7,8,A,6,13,18,15,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,TUNDRA 2WD FFV,9,5.7,8,A,6,13,18,15,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,Chevrolet,K15 SILVERADO 4WD,638,4.3,6,A,6,17,22,19,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,K15 SILVERADO 4WD,591,5.3,8,A,6,16,22,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,K15 SILVERADO 4WD,634,5.3,8,A,6,16,22,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,K15 SILVERADO 4WD,587,5.3,8,A,8,15,20,17,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,K15 SILVERADO 4WD,564,5.3,8,A,8,16,21,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,K15 SILVERADO 4WD,573,6.2,8,A,8,15,20,17,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 2.7L 4WD GVWR>6799 LBS,215,2.7,6,A,6,18,22,19,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 3.5L 4WD GVWR>7599 LBS,299,3.5,6,A,0,17,21,19,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 4WD BASE PAYLOAD LT TIRE,296,2.7,6,A,6,17,21,19,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 4WD BASE PAYLOAD LT TIRE,305,3.5,6,A,0,17,22,19,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 4WD FFV BASE PAYLOAD LT TIRE,342,5,8,A,6,15,20,17,No,Naturally Aspirated,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS,209,5,8,A,6,14,19,16,No,Naturally Aspirated,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,F150 PICKUP 4WD,217,2.7,6,A,6,18,23,20,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 PICKUP 4WD,298,3.5,6,A,0,17,23,20,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,F150 PICKUP 4WD FFV,223,3.5,6,A,6,17,23,19,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,F150 PICKUP 4WD FFV,207,5,8,A,6,15,21,17,No,Naturally Aspirated,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,F150 RAPTOR 4WD,290,3.5,6,A,0,15,18,16,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
